age,country_citizenship,country_residence,marital_status,dependents,education_level,field_of_study,eca_done,total_work_exp,relevant_work_exp,current_employment_status,teer_category,job_offer,employer_sponsorship,offered_salary_cad,english_test,language_overall_score,french_proficiency,annual_income_cad,settlement_funds_cad,outstanding_debt_cad,financial_sponsor,previous_canada_visa,previous_visa_refusal,previous_immigration_violation,previous_canada_work,previous_canada_study,criminal_record,medical_flag,visa_outcome
41,India,UK,Married,2,Bachelor's,Computer Science,1,6,6,Self-employed,TEER 0,0,0,0,IELTS,8.3,No French,10065,13645,2908,Self,0,0,0,0,0,0,0,0
33,Brazil,Brazil,Married,1,Bachelor's,Engineering,1,2,1,Employed,TEER 3,0,0,0,IELTS,6.7,No French,46163,27797,293,Self,0,0,0,0,1,1,0,0
19,Brazil,UK,Common-Law,0,High School,Finance,0,0,0,Employed,TEER 4/5,0,0,0,IELTS,7.5,No French,40628,3169,4070,Self,0,0,0,0,0,0,0,0
45,UK,USA,Single,1,PhD,Business,1,8,0,Unemployed,TEER 2,1,0,42595,IELTS,8.8,No French,33985,103501,14398,Family,1,1,0,1,0,0,0,1
49,India,Brazil,Single,4,Bachelor's,Computer Science,1,8,7,Employed,TEER 2,1,0,77169,IELTS,6.1,No French,31046,7673,19791,Family,0,1,0,1,0,0,0,1
44,UK,India,Single,0,Diploma,Healthcare,1,2,0,Unemployed,TEER 3,1,1,86491,IELTS,9.4,No French,44860,29921,2158,Self,0,0,0,0,0,0,0,1
37,Pakistan,Canada,Single,3,Bachelor's,Engineering,1,5,4,Employed,TEER 0,1,1,65018,IELTS,5.8,Basic,40489,34450,2471,Family,0,0,0,0,0,0,0,1
41,India,China,Single,0,Diploma,Finance,1,4,4,Employed,TEER 4/5,1,1,45442,CELPIP,7.6,No French,37162,7706,1996,Family,0,1,0,0,0,0,0,1
29,India,UAE,Married,0,PhD,Computer Science,1,3,0,Employed,TEER 2,0,0,0,IELTS,9.2,Advanced,19025,5961,3447,Family,1,0,0,1,0,0,0,1
52,Vietnam,Germany,Single,0,Diploma,Engineering,1,8,8,Employed,TEER 2,0,0,0,IELTS,9.3,Basic,12637,7138,13068,Self,0,0,0,1,0,0,0,1
50,India,UK,Single,0,Bachelor's,Finance,1,3,2,Employed,TEER 1,0,0,0,IELTS,6.4,No French,39229,10086,8327,Self,1,0,0,0,0,0,0,0
50,Pakistan,India,Single,0,Diploma,Engineering,0,7,5,Unemployed,TEER 1,1,0,112523,CELPIP,6.1,No French,36958,7605,12332,Self,0,0,0,0,0,0,0,0
60,Nigeria,Nigeria,Single,0,Bachelor's,Engineering,1,2,0,Unemployed,TEER 2,1,1,61449,CELPIP,8.4,No French,41059,31021,6997,Self,0,0,0,0,0,0,0,1
54,India,Nigeria,Divorced,3,Master's,Computer Science,1,1,0,Unemployed,TEER 2,0,0,0,Other,5.7,No French,42827,16654,2384,Family,0,0,0,0,1,0,0,0
29,Pakistan,Germany,Married,2,Bachelor's,Information Technology,0,5,2,Employed,TEER 2,1,0,94973,IELTS,7.4,No French,34549,22293,2070,Family,1,0,0,0,0,0,0,1
20,Nigeria,China,Divorced,2,Bachelor's,Information Technology,1,0,0,Unemployed,TEER 0,1,1,77814,IELTS,8.7,No French,40751,4212,72,Family,0,0,0,0,0,0,0,1
18,Nigeria,UK,Single,0,Master's,Finance,1,0,0,Employed,TEER 1,1,1,71449,IELTS,7.7,No French,27929,52376,12148,Self,0,0,0,0,0,0,0,1
50,Philippines,USA,Single,0,High School,Information Technology,1,4,3,Self-employed,TEER 1,1,0,93974,IELTS,6.3,No French,75478,7675,15024,Family,0,0,0,0,0,0,0,1
57,China,Germany,Married,0,Bachelor's,Engineering,1,3,1,Employed,TEER 1,1,0,119612,IELTS,7.4,Intermediate,29005,14163,11697,Self,0,0,0,0,0,0,0,1
27,India,China,Single,2,Diploma,Healthcare,1,0,0,Employed,TEER 0,1,1,84612,No Test,5.3,No French,37580,4865,618,Employer,0,0,0,0,1,0,0,1
60,Philippines,UK,Single,3,PhD,Computer Science,1,2,0,Unemployed,TEER 0,1,1,66646,IELTS,8.0,No French,30524,6677,11491,Self,0,0,0,0,0,1,0,0
61,Vietnam,India,Single,0,Bachelor's,Engineering,1,3,0,Unemployed,TEER 1,0,0,0,No Test,4.1,No French,30188,30400,374,Family,0,0,0,0,0,0,0,0
46,Philippines,Canada,Single,0,Bachelor's,Business,1,4,2,Employed,TEER 1,1,1,133433,IELTS,6.8,Basic,45492,32489,892,Family,0,0,0,0,0,0,0,1
30,Brazil,USA,Single,1,Bachelor's,Business,1,2,1,Self-employed,TEER 0,1,1,80967,Other,6.3,No French,42955,31249,4645,Employer,0,1,0,0,0,0,0,1
29,Philippines,UAE,Single,0,Diploma,Healthcare,1,6,3,Employed,TEER 4/5,0,0,0,IELTS,6.5,Basic,35810,23081,5172,Self,0,0,0,1,0,0,0,1
48,USA,Nigeria,Married,0,Diploma,Healthcare,0,5,2,Employed,TEER 2,0,0,0,Other,7.6,Basic,39330,79187,13547,Self,1,0,0,0,0,0,0,0
19,India,Philippines,Single,1,Diploma,Computer Science,1,0,0,Employed,TEER 2,1,0,37830,IELTS,6.6,Basic,30603,20690,9103,Self,0,0,0,0,0,0,0,1
52,Vietnam,India,Single,1,Bachelor's,Finance,1,8,7,Employed,TEER 0,0,0,0,No Test,4.6,No French,53034,17919,1331,Self,1,0,0,0,0,0,0,1
40,Nigeria,Nigeria,Married,0,Diploma,Computer Science,1,6,5,Employed,TEER 2,1,0,92402,IELTS,8.3,No French,86103,10110,2050,Family,1,0,0,0,0,0,0,1
34,India,Brazil,Single,0,High School,Business,0,1,1,Employed,TEER 1,1,0,69272,IELTS,8.4,No French,27503,5602,2691,Employer,0,0,0,0,0,0,0,0
43,India,Philippines,Single,4,Master's,Information Technology,1,9,6,Employed,TEER 4/5,0,0,0,IELTS,6.2,No French,52879,22860,1056,Self,0,0,1,0,0,0,0,0
25,India,Nigeria,Married,0,PhD,Finance,1,3,2,Employed,TEER 2,0,0,0,IELTS,8.5,No French,45898,12454,2713,Self,1,1,0,0,0,0,0,0
46,Nigeria,China,Single,0,Bachelor's,Healthcare,0,9,4,Employed,TEER 1,1,0,80924,CELPIP,8.2,No French,58372,21559,10433,Employer,0,0,0,0,0,0,0,1
43,Philippines,USA,Single,0,Bachelor's,Business,0,4,4,Employed,TEER 3,0,0,0,No Test,4.1,No French,58935,8770,2210,Self,0,0,0,0,1,0,0,0
27,USA,Nigeria,Married,0,High School,Computer Science,0,3,0,Employed,TEER 0,0,0,0,CELPIP,5.7,No French,49108,48530,14431,Self,0,0,0,0,1,0,0,0
43,Nigeria,UAE,Single,0,Bachelor's,Engineering,1,7,4,Employed,TEER 0,1,0,115189,CELPIP,8.1,No French,44203,205561,5071,Employer,0,0,0,0,0,0,0,1
51,India,Canada,Married,2,Master's,Healthcare,1,5,2,Employed,TEER 2,1,1,59583,IELTS,7.0,No French,36310,12730,3119,Employer,1,0,0,1,0,0,0,1
58,China,China,Married,0,Diploma,Business,0,6,1,Employed,TEER 0,1,1,84236,CELPIP,6.1,Basic,29700,49180,4253,Self,1,0,1,0,0,0,0,0
24,UK,India,Single,0,Diploma,Computer Science,1,3,2,Employed,TEER 0,0,0,0,IELTS,5.7,No French,43063,54586,9889,Self,1,0,0,0,0,0,0,1
21,India,India,Married,1,Master's,Other,1,1,1,Employed,TEER 2,1,1,76299,Other,6.1,No French,19308,141502,5818,Self,1,0,0,0,0,0,1,1
28,India,India,Married,1,Bachelor's,Finance,1,5,4,Self-employed,TEER 1,0,0,0,IELTS,9.3,No French,33122,13491,58,Self,0,0,0,1,1,0,0,1
46,India,India,Single,2,High School,Information Technology,0,8,0,Employed,TEER 2,1,1,46564,CELPIP,8.4,Advanced,67137,38268,20441,Self,0,0,0,0,1,0,0,1
53,UK,Canada,Married,2,Bachelor's,Business,1,7,6,Employed,TEER 3,1,1,107861,IELTS,7.6,Basic,46970,9495,546,Self,0,0,0,0,0,0,0,1
42,Brazil,Nigeria,Single,0,Bachelor's,Engineering,0,3,3,Employed,TEER 1,0,0,0,IELTS,9.3,No French,62853,27507,22325,Family,0,1,0,0,0,0,0,1
38,Nigeria,UK,Married,2,Bachelor's,Engineering,1,5,5,Employed,TEER 0,0,0,0,IELTS,8.0,No French,74392,33506,228,Family,0,1,0,0,0,0,0,0
53,USA,Nigeria,Single,0,Master's,Information Technology,1,9,8,Self-employed,TEER 0,1,0,92799,IELTS,8.4,No French,41459,36784,11791,Employer,0,0,0,0,0,0,0,1
27,USA,Brazil,Married,4,Master's,Engineering,1,5,2,Employed,TEER 0,1,1,64177,IELTS,6.6,No French,49146,8803,6120,Self,0,0,0,0,0,0,0,1
54,China,USA,Single,0,Bachelor's,Business,1,6,1,Employed,TEER 0,0,0,0,IELTS,7.9,Basic,38963,50216,5637,Self,0,1,0,0,1,0,0,0
26,Pakistan,Philippines,Married,4,Master's,Engineering,0,4,4,Employed,TEER 0,1,1,107358,CELPIP,6.1,No French,28747,16660,604,Employer,1,0,0,0,0,0,0,1
41,India,UK,Single,2,Bachelor's,Healthcare,1,6,4,Employed,TEER 1,1,1,53421,IELTS,7.1,No French,25940,9095,2182,Family,1,0,0,0,0,0,0,1
52,India,UK,Single,0,Master's,Healthcare,1,6,0,Employed,TEER 1,0,0,0,Other,5.6,No French,61863,22551,12024,Employer,0,0,0,0,0,0,0,0
52,Philippines,Nigeria,Married,1,Bachelor's,Healthcare,1,5,2,Self-employed,TEER 2,1,1,61612,IELTS,6.4,Basic,49172,52759,17750,Other,0,0,1,0,0,0,0,0
53,India,UK,Married,4,Master's,Computer Science,1,6,0,Unemployed,TEER 3,1,0,52050,IELTS,5.8,No French,81932,88347,6025,Employer,0,1,0,0,0,0,0,0
35,China,Germany,Married,2,Master's,Business,1,4,0,Employed,TEER 2,1,1,80910,IELTS,7.1,Basic,64441,37478,3487,Self,0,1,0,0,0,0,0,1
56,France,Germany,Married,0,High School,Engineering,1,4,1,Self-employed,TEER 1,0,0,0,IELTS,8.9,No French,30375,3140,494,Self,0,1,0,0,0,0,0,0
49,India,Brazil,Married,1,Master's,Information Technology,1,7,2,Employed,TEER 0,1,1,35958,IELTS,7.0,No French,61806,6616,9170,Self,1,0,0,0,0,0,0,1
41,India,Philippines,Married,0,Master's,Information Technology,1,7,1,Unemployed,TEER 2,0,0,0,IELTS,8.8,No French,38898,4983,2610,Family,0,0,0,0,1,0,0,1
40,Nigeria,UAE,Single,0,Master's,Engineering,1,5,2,Self-employed,TEER 1,1,1,88477,IELTS,8.1,No French,69337,5667,452,Self,0,0,0,0,1,0,0,1
49,France,Canada,Married,0,Diploma,Finance,0,3,0,Employed,TEER 0,1,0,78740,CELPIP,7.5,Intermediate,35273,15073,8769,Family,0,0,0,0,0,0,0,0
54,Philippines,Nigeria,Married,0,Master's,Information Technology,0,3,3,Employed,TEER 3,1,1,86402,IELTS,6.4,Basic,23951,13330,5319,Self,0,0,0,0,0,0,0,1
29,Nigeria,Canada,Divorced,2,Master's,Business,0,3,1,Employed,TEER 1,1,1,62203,IELTS,9.2,No French,29084,6017,96,Family,0,0,0,0,0,0,0,1
30,India,UAE,Common-Law,0,Diploma,Computer Science,1,2,2,Employed,TEER 0,0,0,0,CELPIP,5.7,No French,30106,56476,940,Self,0,0,0,1,1,0,0,1
40,India,Nigeria,Single,2,PhD,Engineering,1,6,2,Employed,TEER 3,1,1,74734,CELPIP,8.3,No French,28194,26890,9610,Self,0,0,0,0,0,1,0,1
42,Vietnam,Nigeria,Single,0,High School,Other,0,3,3,Self-employed,TEER 3,0,0,0,IELTS,8.0,No French,33547,42797,526,Employer,0,0,0,0,1,0,0,0
52,Vietnam,Philippines,Married,0,Diploma,Business,1,3,0,Self-employed,TEER 1,1,1,77016,CELPIP,7.3,No French,62133,14612,16077,Self,0,0,0,0,0,1,1,0
58,India,Canada,Married,0,Bachelor's,Computer Science,0,11,6,Self-employed,TEER 1,1,0,69447,Other,6.5,No French,80920,16200,2983,Self,1,0,0,0,0,0,0,1
47,France,Germany,Married,0,Bachelor's,Engineering,1,4,4,Unemployed,TEER 1,1,1,67659,IELTS,7.2,Basic,18396,12554,742,Self,0,0,0,0,1,0,0,1
34,Brazil,India,Married,0,Bachelor's,Information Technology,1,10,3,Self-employed,TEER 2,0,0,0,IELTS,9.0,Basic,70270,17425,11408,Employer,1,0,0,0,0,0,0,1
37,Pakistan,Canada,Married,0,High School,Engineering,0,8,5,Employed,TEER 0,0,0,0,Other,8.8,No French,35445,26564,5945,Employer,0,1,0,1,0,0,0,0
42,Nigeria,USA,Single,1,PhD,Business,0,3,3,Employed,TEER 1,0,0,0,IELTS,9.3,Basic,51957,19980,2929,Employer,1,0,0,0,0,0,0,1
39,Nigeria,USA,Married,0,High School,Business,1,7,5,Employed,TEER 4/5,1,1,128981,IELTS,6.7,No French,11917,48491,4168,Employer,0,0,0,0,0,0,0,1
30,Nigeria,Nigeria,Single,0,Diploma,Information Technology,1,5,2,Employed,TEER 1,0,0,0,IELTS,7.0,No French,55480,60599,173,Family,0,0,0,0,0,0,0,1
36,Brazil,India,Single,0,High School,Finance,0,3,0,Employed,TEER 3,1,1,106281,CELPIP,5.6,No French,8000,18857,8694,Self,0,0,0,0,0,0,0,1
53,India,China,Married,2,Bachelor's,Engineering,1,5,2,Employed,TEER 4/5,0,0,0,Other,9.3,No French,51278,9852,3642,Self,0,0,0,0,0,0,0,0
29,India,UAE,Married,3,Master's,Information Technology,1,6,3,Self-employed,TEER 1,0,0,0,CELPIP,6.8,Basic,50145,75598,10015,Self,0,1,0,0,0,0,0,0
58,Philippines,Brazil,Single,0,Bachelor's,Engineering,1,5,4,Self-employed,TEER 2,1,1,48945,No Test,4.4,Basic,48820,36204,7914,Self,1,0,0,1,0,0,0,1
36,UK,India,Single,0,Master's,Healthcare,1,5,4,Employed,TEER 0,1,1,81073,IELTS,9.1,No French,30301,28550,8427,Family,0,0,0,0,0,0,0,1
29,India,Brazil,Divorced,0,High School,Engineering,0,2,2,Self-employed,TEER 2,0,0,0,IELTS,7.6,No French,55990,37202,12596,Self,0,0,0,1,0,0,0,1
26,Brazil,Canada,Single,3,Bachelor's,Engineering,0,6,1,Employed,TEER 2,0,0,0,CELPIP,7.8,No French,52821,4975,7979,Self,0,0,0,0,0,0,0,0
24,Vietnam,Canada,Married,0,Bachelor's,Engineering,1,4,2,Self-employed,TEER 0,1,0,76218,No Test,4.7,No French,40800,4750,4340,Self,0,0,0,1,0,0,0,1
45,India,Brazil,Married,0,Bachelor's,Computer Science,1,4,1,Employed,TEER 2,0,0,0,IELTS,7.5,Basic,58437,7154,3953,Self,1,0,0,0,1,0,0,0
31,Brazil,UAE,Married,0,High School,Business,1,7,6,Employed,TEER 2,0,0,0,IELTS,9.2,Advanced,43087,6988,1018,Family,0,1,0,0,0,0,0,1
48,Nigeria,India,Married,0,Bachelor's,Engineering,1,5,2,Self-employed,TEER 1,1,0,43409,IELTS,7.7,No French,55575,16647,12092,Self,0,0,0,1,0,0,0,1
36,Pakistan,China,Single,0,Bachelor's,Computer Science,1,6,1,Employed,TEER 0,1,0,80175,IELTS,6.5,Basic,42482,7281,11453,Family,1,0,0,0,1,1,1,0
33,India,Nigeria,Married,2,Master's,Business,1,6,1,Employed,TEER 0,0,0,0,IELTS,5.6,No French,49334,51193,2262,Self,0,0,0,0,0,0,0,0
22,Brazil,Philippines,Single,0,Bachelor's,Finance,1,2,1,Employed,TEER 1,1,1,77187,IELTS,6.8,No French,56494,24574,15883,Other,0,0,0,0,0,0,0,1
52,USA,Canada,Married,1,Diploma,Finance,1,3,2,Employed,TEER 4/5,1,1,17687,Other,7.8,No French,37041,14482,7113,Self,1,1,0,0,0,0,0,1
29,France,USA,Single,0,Bachelor's,Information Technology,0,5,5,Unemployed,TEER 3,0,0,0,IELTS,5.7,Basic,20323,4804,5211,Self,0,1,0,0,0,0,0,0
42,Brazil,UAE,Married,0,Diploma,Computer Science,1,4,1,Employed,TEER 1,0,0,0,CELPIP,7.9,No French,50521,25352,141,Family,0,0,0,0,1,0,0,1
38,Nigeria,Philippines,Single,3,Master's,Engineering,1,8,0,Self-employed,TEER 1,0,0,0,IELTS,7.6,Intermediate,68787,6097,3859,Self,0,1,0,0,0,0,0,0
53,China,China,Single,0,Bachelor's,Computer Science,0,3,3,Employed,TEER 1,1,1,41057,IELTS,8.6,No French,50983,36988,8188,Self,0,0,0,0,0,0,0,1
40,Pakistan,UK,Single,2,Diploma,Finance,1,2,1,Employed,TEER 0,0,0,0,IELTS,5.6,No French,51362,43583,752,Self,0,0,0,0,0,0,0,0
33,China,Nigeria,Single,1,PhD,Computer Science,1,1,1,Employed,TEER 1,0,0,0,Other,8.6,No French,44156,22630,4923,Self,0,0,0,1,0,0,0,1
56,India,Canada,Married,0,Bachelor's,Information Technology,1,7,5,Employed,TEER 1,1,0,58035,IELTS,7.6,Basic,59782,7051,40209,Employer,0,0,0,1,0,0,0,1
59,France,Nigeria,Single,3,High School,Engineering,0,3,1,Employed,TEER 1,0,0,0,Other,7.0,No French,41281,41645,10085,Self,0,1,0,0,0,0,0,0
56,Brazil,Philippines,Common-Law,0,Bachelor's,Information Technology,1,2,0,Employed,TEER 4/5,0,0,0,CELPIP,9.4,Basic,35922,12198,6332,Family,0,0,0,0,1,0,0,0
31,Brazil,Nigeria,Divorced,2,Diploma,Business,1,4,0,Employed,TEER 2,0,0,0,IELTS,6.1,No French,67105,9296,6091,Self,0,0,0,0,1,0,0,0
48,India,UK,Married,0,Master's,Engineering,1,6,1,Employed,TEER 2,0,0,0,IELTS,7.7,No French,34389,18898,358,Self,0,0,0,0,0,0,0,0
22,Brazil,Philippines,Single,2,Master's,Computer Science,1,2,1,Employed,TEER 0,1,1,51600,CELPIP,6.8,Basic,62789,66984,25231,Self,1,0,0,1,0,0,0,1
52,Philippines,Canada,Single,0,PhD,Information Technology,1,7,5,Employed,TEER 4/5,1,1,66753,IELTS,7.6,No French,67118,11823,21068,Employer,0,0,0,0,0,0,0,1
40,Brazil,India,Married,1,Bachelor's,Engineering,0,4,3,Employed,TEER 2,0,0,0,IELTS,7.7,Basic,56336,61999,9175,Self,0,0,1,1,0,0,0,0
46,India,USA,Single,2,Bachelor's,Computer Science,1,10,0,Employed,TEER 3,0,0,0,IELTS,5.9,No French,20015,4378,834,Other,0,0,0,1,1,0,0,1
60,Brazil,Philippines,Single,3,Master's,Healthcare,1,8,7,Employed,TEER 1,0,0,0,IELTS,8.1,No French,45543,5180,1863,Self,0,0,0,0,0,0,0,1
28,Vietnam,Germany,Married,3,Diploma,Engineering,1,6,5,Employed,TEER 1,1,1,120622,Other,8.0,Basic,40960,32979,1625,Family,0,1,0,0,0,0,0,1
35,India,UK,Married,2,Bachelor's,Healthcare,1,7,4,Employed,TEER 1,1,1,94082,IELTS,8.6,Intermediate,35080,8286,5864,Employer,0,0,0,1,0,0,0,1
29,Vietnam,Philippines,Married,2,Bachelor's,Finance,1,3,2,Employed,TEER 0,1,0,96753,IELTS,5.9,No French,47855,12517,1863,Self,1,0,0,0,1,0,0,1
26,Nigeria,Philippines,Single,0,High School,Finance,0,4,4,Employed,TEER 2,0,0,0,IELTS,6.7,No French,60384,6665,9520,Family,0,0,0,0,0,0,0,0
27,Pakistan,Germany,Married,0,Bachelor's,Finance,1,7,6,Employed,TEER 3,1,0,82843,CELPIP,8.1,No French,35828,13095,6303,Self,0,1,0,0,0,0,0,1
61,USA,Canada,Single,0,Master's,Information Technology,0,5,4,Self-employed,TEER 0,0,0,0,CELPIP,6.0,No French,41572,11228,142,Self,0,0,0,0,0,0,0,0
34,China,Philippines,Single,0,Master's,Computer Science,1,4,0,Self-employed,TEER 0,1,1,95106,No Test,5.5,No French,40178,36327,10902,Self,0,0,0,0,0,0,0,1
55,UK,USA,Common-Law,0,High School,Information Technology,0,4,0,Employed,TEER 2,1,1,75571,CELPIP,5.7,No French,68277,33268,1674,Employer,1,0,0,1,0,0,0,1
24,Pakistan,Nigeria,Single,1,High School,Finance,0,4,3,Employed,TEER 1,1,1,82892,IELTS,6.8,Basic,39857,80486,13938,Self,0,0,0,1,0,0,0,1
30,Nigeria,Canada,Single,0,Diploma,Other,1,5,5,Employed,TEER 2,0,0,0,IELTS,8.9,Basic,20311,35222,3508,Self,0,0,0,0,0,0,1,0
57,Philippines,USA,Single,1,Master's,Business,1,4,3,Self-employed,TEER 2,0,0,0,IELTS,8.6,No French,13531,32671,3307,Other,0,0,0,1,0,0,0,1
59,Brazil,Canada,Common-Law,0,Diploma,Computer Science,1,3,0,Employed,TEER 1,0,0,0,CELPIP,8.1,Basic,52254,32620,95,Self,0,0,0,0,1,0,0,0
26,USA,USA,Married,0,Bachelor's,Finance,0,6,5,Self-employed,TEER 2,0,0,0,CELPIP,9.0,No French,29786,56632,35204,Self,0,0,0,1,0,0,0,1
44,UK,UK,Married,1,Diploma,Engineering,1,8,8,Employed,TEER 1,1,1,63134,No Test,4.4,No French,58374,11782,7574,Other,1,0,0,0,0,0,0,1
19,USA,USA,Married,2,Bachelor's,Computer Science,1,0,0,Employed,TEER 3,1,0,93270,CELPIP,7.6,Basic,18375,11920,4395,Self,1,0,0,1,0,0,0,1
22,Nigeria,Brazil,Single,2,Bachelor's,Engineering,1,2,0,Employed,TEER 2,0,0,0,IELTS,9.4,Basic,34221,36793,812,Self,1,0,1,0,0,0,0,0
46,USA,USA,Married,1,Master's,Computer Science,0,3,2,Employed,TEER 3,0,0,0,IELTS,8.3,No French,18388,9492,9609,Employer,0,0,0,0,0,0,0,0
54,India,India,Single,0,Diploma,Engineering,1,5,4,Employed,TEER 0,1,1,54098,IELTS,7.9,Basic,53692,63766,2658,Self,1,0,0,0,1,0,0,1
55,China,India,Single,1,Bachelor's,Information Technology,1,5,3,Employed,TEER 0,0,0,0,IELTS,7.1,No French,57976,22131,35572,Self,0,0,0,0,0,0,0,0
36,India,UAE,Married,0,Diploma,Engineering,1,10,3,Self-employed,TEER 0,1,0,89093,IELTS,9.1,Basic,51772,11921,24053,Self,0,0,0,0,1,0,0,1
25,Philippines,Brazil,Common-Law,0,Bachelor's,Healthcare,1,4,1,Self-employed,TEER 1,1,0,71065,IELTS,6.7,No French,23281,40413,10633,Family,0,0,0,0,0,0,0,1
18,Philippines,Brazil,Single,0,Master's,Business,0,0,0,Employed,TEER 3,1,1,93725,IELTS,5.5,Basic,30084,12360,28343,Self,0,1,0,0,0,0,0,0
39,Philippines,Nigeria,Single,0,Diploma,Healthcare,1,9,6,Employed,TEER 1,0,0,0,CELPIP,6.3,No French,49686,85609,893,Self,0,0,1,0,0,0,0,0
34,Brazil,Brazil,Single,0,Master's,Engineering,0,5,2,Employed,TEER 3,1,1,62449,IELTS,5.9,No French,11245,104847,2627,Self,0,0,0,0,0,0,0,1
24,Philippines,Nigeria,Single,3,Bachelor's,Business,1,4,0,Employed,TEER 1,1,0,74260,IELTS,6.8,No French,40177,30475,2336,Self,0,1,0,1,0,0,0,1
42,Nigeria,UAE,Common-Law,3,Diploma,Finance,1,2,0,Self-employed,TEER 1,1,1,52209,IELTS,8.8,No French,75338,6015,597,Family,0,0,0,1,1,0,0,1
21,India,UAE,Married,0,Bachelor's,Computer Science,1,1,0,Employed,TEER 3,1,1,39528,IELTS,8.1,No French,41400,10636,28669,Self,0,0,0,0,0,1,0,0
53,Philippines,UK,Married,0,Diploma,Engineering,0,4,3,Employed,TEER 1,1,1,71226,No Test,4.3,Intermediate,15229,21111,494,Family,0,0,0,0,1,0,1,0
23,India,India,Married,0,Bachelor's,Information Technology,1,3,0,Unemployed,TEER 2,1,1,93268,IELTS,8.7,Basic,32851,50670,15541,Self,0,0,0,1,0,0,0,1
48,India,USA,Single,0,Master's,Computer Science,1,2,2,Unemployed,TEER 0,1,0,106206,No Test,5.5,No French,32386,8110,11693,Self,0,0,0,0,1,0,0,1
36,China,USA,Married,3,Diploma,Healthcare,1,8,1,Employed,TEER 4/5,0,0,0,IELTS,7.6,Basic,87806,5756,3771,Self,0,0,0,1,0,0,0,1
61,Brazil,Germany,Single,0,Bachelor's,Business,1,3,3,Employed,TEER 1,1,1,94130,IELTS,6.9,No French,78313,4934,151,Self,0,0,0,0,0,0,0,1
56,China,Germany,Married,2,Master's,Computer Science,1,5,4,Employed,TEER 2,1,1,92003,IELTS,9.0,No French,59618,20679,48,Self,0,0,0,1,1,0,0,1
44,Nigeria,China,Divorced,0,Master's,Business,1,4,2,Employed,TEER 0,1,1,104809,IELTS,6.8,Intermediate,38138,57005,1825,Family,0,0,0,1,1,0,0,1
27,Philippines,Canada,Married,4,Bachelor's,Business,1,5,3,Unemployed,TEER 1,0,0,0,IELTS,5.9,No French,69012,4082,5447,Family,0,0,0,0,0,0,0,1
43,Pakistan,UK,Single,0,PhD,Finance,1,7,7,Employed,TEER 3,0,0,0,CELPIP,6.7,Basic,22330,8966,4898,Self,0,0,0,0,0,1,0,0
36,Nigeria,China,Married,2,Bachelor's,Information Technology,1,6,4,Employed,TEER 3,1,1,79544,IELTS,8.4,Basic,66531,32543,7041,Family,0,0,0,0,0,0,0,1
56,Nigeria,China,Single,0,Bachelor's,Finance,1,7,1,Employed,TEER 0,0,0,0,IELTS,8.1,No French,63559,46697,11825,Other,1,0,1,0,0,0,0,0
20,India,Philippines,Single,1,Master's,Information Technology,1,0,0,Self-employed,TEER 1,0,0,0,IELTS,6.3,No French,41973,44178,3790,Self,1,0,0,0,0,1,0,0
30,Philippines,Philippines,Single,0,Bachelor's,Engineering,1,8,5,Self-employed,TEER 1,0,0,0,IELTS,5.9,No French,67783,41435,1398,Self,0,0,0,0,0,0,0,1
45,Philippines,China,Single,0,Bachelor's,Computer Science,1,3,3,Unemployed,TEER 0,1,1,70543,Other,8.1,Advanced,36055,6475,12877,Family,1,0,0,1,0,0,0,1
37,Philippines,Brazil,Married,3,Bachelor's,Computer Science,1,6,6,Employed,TEER 2,1,1,81114,Other,8.2,No French,19698,15655,3236,Self,0,0,0,0,0,0,0,1
45,China,Canada,Married,3,Master's,Business,1,6,0,Self-employed,TEER 0,0,0,0,IELTS,7.0,No French,64559,107570,2704,Family,1,0,0,0,0,0,0,0
25,China,UK,Common-Law,2,Master's,Engineering,1,5,5,Employed,TEER 1,0,0,0,IELTS,8.9,No French,43295,115492,11561,Other,1,0,0,1,0,0,0,1
58,China,China,Married,1,Bachelor's,Information Technology,1,3,0,Employed,TEER 2,0,0,0,IELTS,9.4,No French,57035,26059,21761,Self,0,0,0,0,0,0,1,0
56,UK,USA,Married,2,Bachelor's,Computer Science,1,1,0,Employed,TEER 1,1,1,78325,No Test,4.5,Basic,81417,33883,19717,Employer,0,0,0,1,1,0,0,1
18,USA,Canada,Single,0,Bachelor's,Healthcare,1,0,0,Self-employed,TEER 2,1,1,98580,IELTS,7.8,No French,30554,78543,1182,Self,0,0,0,1,0,0,0,1
20,UK,Philippines,Single,0,Bachelor's,Computer Science,0,0,0,Unemployed,TEER 4/5,0,0,0,CELPIP,5.5,Advanced,42132,17942,5595,Self,1,0,0,0,0,0,0,0
30,France,USA,Married,0,Diploma,Business,1,2,0,Employed,TEER 0,0,0,0,IELTS,8.4,No French,76392,6679,779,Self,0,0,0,1,0,0,0,1
45,India,Philippines,Single,1,Master's,Computer Science,1,4,3,Employed,TEER 2,1,1,69763,No Test,5.1,No French,58374,30637,25948,Self,0,0,1,1,1,0,0,1
42,India,Philippines,Married,0,Bachelor's,Computer Science,0,10,1,Self-employed,TEER 0,1,1,74430,IELTS,6.3,No French,31004,83535,1938,Self,0,0,0,0,0,0,0,1
50,India,Canada,Single,0,Bachelor's,Information Technology,1,3,0,Employed,TEER 1,1,0,60763,IELTS,8.5,Intermediate,25899,32867,1759,Self,1,0,0,1,0,0,0,1
