age,country_citizenship,country_residence,marital_status,dependents,education_level,field_of_study,eca_done,total_work_exp,relevant_work_exp,current_employment_status,teer_category,job_offer,employer_sponsorship,offered_salary_cad,english_test,language_overall_score,french_proficiency,annual_income_cad,settlement_funds_cad,outstanding_debt_cad,financial_sponsor,previous_canada_visa,previous_visa_refusal,previous_immigration_violation,previous_canada_work,previous_canada_study,criminal_record,medical_flag,visa_outcome,settlement_funds_adequate,debt_to_income_ratio,relevant_exp_ratio,financial_strength_score
36,UK,India,Married,0,Bachelor's,Business,1,4,2,Employed,TEER 1,0,0,0,IELTS,7.5,No French,73508,10768,3365,Self,1,0,0,0,0,0,0,1,0,0.0458,0.4,77.2
37,Philippines,UAE,Single,0,Bachelor's,Engineering,1,7,3,Employed,TEER 0,0,0,0,No Test,4.3,No French,82288,15481,3068,Self,0,0,0,0,0,0,0,0,1,0.0373,0.375,91.12
50,India,USA,Married,4,Bachelor's,Finance,1,9,8,Unemployed,TEER 1,0,0,0,CELPIP,6.1,No French,26422,11846,21209,Other,0,0,0,0,0,0,0,0,0,0.8027,0.8,36.33
37,India,India,Single,0,Bachelor's,Finance,1,1,0,Employed,TEER 3,1,1,47236,Other,8.8,No French,31620,28815,10854,Self,1,0,0,1,0,0,0,1,1,0.1376,0.0,98.42
29,Vietnam,Nigeria,Single,0,Diploma,Computer Science,0,3,3,Employed,TEER 1,1,1,106957,CELPIP,7.8,No French,67850,5666,1149,Employer,0,0,0,0,1,0,0,1,0,0.0066,0.75,64.4
18,Philippines,China,Married,0,Bachelor's,Business,1,0,0,Employed,TEER 1,0,0,0,IELTS,5.9,Intermediate,55670,19256,5170,Self,0,0,0,0,0,0,0,1,1,0.0929,0.0,87.87
43,UK,China,Single,2,Master's,Computer Science,0,1,1,Employed,TEER 1,1,0,87023,IELTS,8.1,No French,58528,13178,3064,Employer,0,0,0,1,0,0,0,1,0,0.0211,0.5,67.14
31,Brazil,Brazil,Divorced,0,Bachelor's,Information Technology,0,3,2,Employed,TEER 4/5,1,0,55162,Other,7.2,No French,62932,56883,30511,Family,0,0,0,0,1,0,1,1,1,0.2584,0.5,100.0
55,Philippines,Nigeria,Married,1,Bachelor's,Engineering,1,5,2,Employed,TEER 1,0,0,0,IELTS,8.7,No French,40185,4906,30544,Employer,1,0,0,0,0,1,0,0,0,0.7601,0.3333,38.2
54,India,Nigeria,Single,0,Master's,Computer Science,1,7,1,Employed,TEER 0,1,1,76952,IELTS,9.2,No French,51599,47254,3079,Self,0,0,0,0,0,0,0,1,1,0.024,0.125,100.0
28,India,India,Married,0,Master's,Business,0,4,4,Employed,TEER 2,1,1,83950,IELTS,7.9,Basic,50043,7588,3472,Self,1,0,1,0,0,0,0,1,0,0.0259,0.8,61.18
53,China,USA,Single,0,Diploma,Computer Science,1,6,4,Employed,TEER 2,1,1,78483,IELTS,8.4,Basic,27830,5318,7318,Self,0,0,0,0,0,0,0,1,0,0.0688,0.5714,46.7
30,USA,Germany,Common-Law,2,High School,Computer Science,0,4,2,Employed,TEER 0,1,1,84185,CELPIP,5.7,Advanced,51301,8651,5220,Family,0,0,0,0,0,0,0,1,0,0.0385,0.4,57.45
60,Brazil,India,Single,2,Bachelor's,Engineering,1,3,2,Self-employed,TEER 4/5,0,0,0,IELTS,7.7,No French,69754,5707,1917,Employer,0,1,0,0,0,0,0,0,0,0.0275,0.5,60.74
20,China,Philippines,Married,0,Master's,Healthcare,1,0,0,Employed,TEER 2,1,1,83832,CELPIP,8.5,No French,38317,21400,8640,Self,1,0,0,0,0,0,0,1,1,0.0707,0.0,85.93
50,India,China,Single,1,PhD,Finance,1,4,2,Employed,TEER 1,0,0,0,Other,7.5,No French,48051,114023,3253,Employer,0,1,0,0,0,0,0,0,1,0.0677,0.4,100.0
23,Vietnam,China,Single,3,Master's,Healthcare,1,3,3,Employed,TEER 1,1,1,70559,IELTS,7.9,No French,49134,3873,8483,Employer,0,0,0,0,0,0,0,1,0,0.0709,0.75,48.38
27,USA,Brazil,Married,0,Bachelor's,Healthcare,1,4,4,Unemployed,TEER 3,1,1,65327,IELTS,9.1,Advanced,39306,18456,3871,Self,0,0,0,0,0,0,0,1,1,0.037,0.8,80.41
22,Philippines,Philippines,Married,2,Bachelor's,Information Technology,1,2,1,Self-employed,TEER 0,0,0,0,IELTS,6.3,No French,58538,15196,9637,Self,1,0,0,1,0,0,0,1,0,0.1646,0.3333,67.91
40,Vietnam,China,Single,0,High School,Computer Science,0,4,2,Employed,TEER 1,1,0,110205,No Test,5.1,No French,31398,13372,8816,Employer,0,0,0,0,0,0,0,0,0,0.0623,0.4,65.79
27,China,India,Single,3,Diploma,Computer Science,1,7,2,Self-employed,TEER 0,0,0,0,IELTS,8.3,Basic,71652,13081,5687,Self,1,0,0,0,0,0,0,1,0,0.0794,0.25,68.65
61,China,Philippines,Married,2,Bachelor's,Engineering,1,3,1,Employed,TEER 2,0,0,0,IELTS,8.8,No French,57524,59347,9759,Employer,1,0,0,0,1,0,0,1,1,0.1696,0.25,100.0
19,UK,India,Common-Law,3,Bachelor's,Healthcare,1,0,0,Unemployed,TEER 1,1,1,95566,CELPIP,8.9,No French,26264,3478,4943,Employer,0,0,0,0,0,0,0,1,0,0.0406,0.0,39.2
30,USA,Germany,Single,1,Bachelor's,Engineering,1,4,3,Employed,TEER 2,0,0,0,IELTS,8.1,Basic,78960,40282,987,Self,1,0,1,0,0,0,0,0,1,0.0125,0.6,100.0
57,Brazil,Germany,Married,0,Bachelor's,Business,1,3,3,Employed,TEER 0,1,1,44877,No Test,5.4,No French,48362,10290,1608,Family,0,0,0,1,1,0,0,1,0,0.0172,0.75,66.53
19,India,China,Single,3,Diploma,Engineering,0,0,0,Employed,TEER 2,1,1,72232,Other,8.3,Intermediate,30541,15084,2258,Self,0,0,0,0,0,0,0,1,0,0.022,0.0,55.54
37,Philippines,China,Common-Law,0,Bachelor's,Computer Science,1,5,3,Employed,TEER 2,1,1,70629,IELTS,5.8,No French,67091,16624,522,Employer,0,0,0,0,0,0,0,1,1,0.0038,0.5,88.03
18,France,USA,Single,0,High School,Computer Science,1,0,0,Employed,TEER 1,0,0,0,CELPIP,8.5,No French,54893,12086,9941,Self,1,0,0,0,0,0,1,0,0,0.1811,0.0,70.6
54,India,Germany,Single,1,Bachelor's,Business,1,2,0,Employed,TEER 2,1,1,45304,IELTS,6.2,No French,9560,5455,3663,Self,1,0,1,0,1,0,0,0,0,0.0668,0.0,37.31
26,Philippines,UAE,Married,2,Master's,Business,1,4,1,Employed,TEER 1,0,0,0,CELPIP,6.4,No French,34486,6035,785,Employer,1,1,0,1,0,0,0,0,0,0.0228,0.2,47.17
34,Nigeria,UAE,Single,3,Bachelor's,Finance,1,4,0,Employed,TEER 2,1,1,85139,CELPIP,7.1,No French,50581,11850,13716,Self,1,0,0,0,0,0,0,1,0,0.1011,0.0,58.37
26,Nigeria,Brazil,Married,0,PhD,Computer Science,0,6,2,Employed,TEER 0,1,1,52317,IELTS,6.8,No French,8000,46122,9207,Family,0,1,0,0,1,0,0,1,1,0.1526,0.2857,100.0
28,China,Germany,Single,2,Diploma,Other,1,2,1,Self-employed,TEER 1,1,1,61590,IELTS,6.8,No French,46701,6614,4815,Self,0,0,0,0,0,0,0,1,0,0.0445,0.3333,52.57
32,France,India,Single,2,Bachelor's,Computer Science,1,3,3,Self-employed,TEER 4/5,0,0,0,Other,6.2,No French,48159,36931,2274,Self,0,0,0,0,0,0,0,1,1,0.0472,0.75,96.93
41,India,India,Single,0,Bachelor's,Computer Science,1,4,3,Unemployed,TEER 4/5,0,0,0,IELTS,6.7,No French,21330,11522,1316,Family,0,0,1,0,0,0,0,0,0,0.0617,0.6,57.73
55,India,UK,Married,0,Bachelor's,Other,1,5,4,Employed,TEER 1,1,1,81757,CELPIP,5.6,No French,50412,56739,4905,Self,1,0,0,0,1,0,0,1,1,0.0371,0.6667,100.0
52,India,Philippines,Single,0,Master's,Information Technology,1,7,5,Employed,TEER 1,0,0,0,IELTS,7.4,Advanced,45149,16979,17319,Other,1,1,0,0,1,0,0,1,1,0.3836,0.625,74.33
47,Pakistan,Canada,Married,0,Bachelor's,Healthcare,1,5,1,Employed,TEER 0,1,1,89139,IELTS,8.6,Basic,21174,7710,1669,Self,0,1,0,1,0,0,0,1,0,0.0151,0.1667,50.06
48,Brazil,UAE,Married,4,Master's,Computer Science,1,3,3,Employed,TEER 3,0,0,0,CELPIP,8.9,No French,63391,109441,6726,Self,0,0,0,0,0,0,0,1,1,0.1061,0.75,100.0
22,Philippines,China,Married,1,Diploma,Engineering,1,2,0,Employed,TEER 1,0,0,0,IELTS,8.8,No French,61757,7858,26095,Self,0,0,0,1,0,0,0,0,0,0.4225,0.0,57.03
61,USA,Brazil,Single,1,Master's,Finance,1,5,1,Employed,TEER 1,0,0,0,CELPIP,7.2,No French,39205,23961,8109,Family,1,0,0,0,0,0,0,0,1,0.2068,0.1667,79.23
31,Pakistan,Canada,Single,4,High School,Information Technology,0,7,5,Self-employed,TEER 0,0,0,0,IELTS,8.4,No French,41028,24057,4638,Self,1,1,0,0,0,0,0,0,0,0.113,0.625,65.72
28,USA,Nigeria,Single,0,Master's,Healthcare,1,5,3,Employed,TEER 4/5,1,1,79739,IELTS,6.7,No French,59525,14662,10080,Self,1,1,0,1,0,0,0,1,1,0.0724,0.5,79.7
26,France,Brazil,Single,2,Bachelor's,Computer Science,0,5,2,Self-employed,TEER 1,0,0,0,Other,5.7,No French,40986,78648,13924,Employer,0,0,0,0,0,0,0,0,1,0.3397,0.3333,100.0
51,Philippines,Nigeria,Single,0,Bachelor's,Healthcare,1,7,7,Employed,TEER 1,0,0,0,IELTS,8.2,No French,8000,49427,7142,Self,1,0,0,0,0,0,0,1,1,0.8926,0.875,100.0
29,UK,Germany,Married,2,Bachelor's,Information Technology,1,7,4,Employed,TEER 1,1,0,134348,Other,8.1,No French,54738,47272,16435,Self,0,0,0,0,0,0,0,1,1,0.0869,0.5,100.0
52,Nigeria,Nigeria,Single,0,Master's,Computer Science,1,10,9,Employed,TEER 1,0,0,0,Other,8.7,Basic,28734,94387,5782,Self,0,0,0,0,0,0,0,1,1,0.2012,0.8182,100.0
52,USA,Nigeria,Single,3,High School,Information Technology,0,4,2,Employed,TEER 2,1,0,26998,No Test,4.3,No French,37203,18271,14177,Self,0,0,0,0,0,0,0,0,0,0.2208,0.4,59.17
18,UK,USA,Single,0,Bachelor's,Computer Science,1,0,0,Unemployed,TEER 3,1,0,91100,Other,6.1,No French,74157,5555,24295,Self,1,1,0,0,1,0,0,0,0,0.147,0.0,64.57
57,USA,USA,Married,0,Master's,Finance,1,0,0,Employed,TEER 3,1,1,82097,IELTS,8.9,Basic,42320,39252,5565,Self,0,1,0,0,0,0,0,1,1,0.0447,0.0,100.0
39,Brazil,USA,Single,2,Bachelor's,Information Technology,1,3,1,Employed,TEER 1,1,0,101342,No Test,4.6,Basic,45034,14983,7430,Self,1,1,0,0,0,0,0,0,0,0.0508,0.25,63.91
46,India,Germany,Married,0,Diploma,Information Technology,1,3,3,Employed,TEER 3,1,0,84267,IELTS,8.7,No French,55193,8278,7521,Self,0,0,0,0,0,0,0,1,0,0.0539,0.75,64.32
25,China,Canada,Single,1,Bachelor's,Engineering,0,2,2,Employed,TEER 1,0,0,0,IELTS,8.6,Basic,55106,19504,12165,Self,1,0,0,1,0,0,0,1,1,0.2208,0.6667,77.64
28,Vietnam,Brazil,Common-Law,0,Bachelor's,Information Technology,0,8,3,Employed,TEER 1,1,1,102835,IELTS,6.7,No French,26616,67997,13851,Family,1,1,0,0,1,0,0,1,1,0.107,0.3333,100.0
58,France,Brazil,Common-Law,2,Master's,Business,1,8,3,Employed,TEER 4/5,0,0,0,IELTS,5.8,No French,43794,7699,220,Family,0,1,0,0,1,0,0,0,0,0.005,0.3333,53.57
54,India,China,Single,0,Master's,Other,0,8,5,Employed,TEER 1,1,0,47495,CELPIP,6.2,No French,45723,50212,10574,Self,0,0,0,1,0,0,0,1,1,0.1134,0.5556,100.0
31,India,USA,Single,0,Bachelor's,Engineering,1,4,4,Employed,TEER 1,1,0,60034,IELTS,5.9,Basic,50440,16540,12252,Employer,1,0,0,1,0,0,0,1,1,0.1109,0.8,79.58
47,India,Germany,Single,0,PhD,Business,1,10,4,Employed,TEER 4/5,1,0,75676,IELTS,6.5,No French,50784,6677,9643,Employer,0,0,0,0,0,0,0,1,0,0.0763,0.3636,58.73
52,UK,China,Single,0,Bachelor's,Engineering,0,3,1,Self-employed,TEER 0,1,0,80165,IELTS,7.3,No French,96748,50159,10005,Other,1,0,0,0,0,0,0,1,1,0.0566,0.25,100.0
38,USA,Philippines,Married,0,High School,Computer Science,0,2,1,Self-employed,TEER 2,0,0,0,IELTS,9.1,No French,21482,90349,338,Self,1,0,0,0,0,0,0,0,1,0.0157,0.3333,100.0
54,India,China,Married,0,Diploma,Healthcare,0,2,2,Employed,TEER 3,0,0,0,CELPIP,9.0,No French,64601,11607,4667,Family,0,0,0,1,0,0,0,0,0,0.0722,0.6667,75.07
22,Nigeria,Canada,Married,0,Bachelor's,Engineering,1,2,2,Employed,TEER 1,1,1,99914,IELTS,8.4,No French,68667,12043,13637,Self,1,0,1,0,1,0,0,1,0,0.0809,0.6667,77.52
36,USA,UAE,Married,0,Diploma,Healthcare,1,6,3,Employed,TEER 0,1,1,115899,IELTS,5.6,No French,54855,15379,21745,Employer,0,0,0,0,0,0,0,1,1,0.1273,0.4286,78.57
31,UK,Nigeria,Single,1,Master's,Finance,1,2,0,Self-employed,TEER 1,0,0,0,IELTS,6.9,No French,31993,45067,2085,Self,0,0,0,1,0,0,0,1,1,0.0652,0.0,100.0
43,China,USA,Single,2,Master's,Engineering,1,9,5,Employed,TEER 0,1,1,59248,IELTS,8.2,No French,78293,3261,6924,Self,0,0,0,0,0,0,0,1,0,0.0503,0.5,60.28
21,China,UAE,Married,0,Diploma,Finance,1,1,0,Self-employed,TEER 1,1,1,74757,IELTS,6.0,No French,8000,9338,13050,Self,1,0,0,0,0,0,0,1,0,0.1577,0.0,46.2
42,Nigeria,China,Single,1,Bachelor's,Business,1,4,4,Employed,TEER 2,0,0,0,IELTS,8.7,Basic,31334,33595,11167,Self,0,0,0,0,0,0,0,1,1,0.3564,0.8,90.59
59,Philippines,Germany,Married,1,Bachelor's,Engineering,0,4,4,Employed,TEER 1,1,1,89322,IELTS,9.2,No French,68433,16006,7717,Self,0,0,0,0,0,0,0,1,0,0.0489,0.8,79.46
42,China,Nigeria,Single,0,Master's,Healthcare,1,3,2,Employed,TEER 1,0,0,0,IELTS,6.9,No French,37597,13022,150,Self,0,1,0,0,0,0,0,0,0,0.004,0.5,68.38
35,Brazil,Brazil,Single,1,Master's,Information Technology,1,9,9,Employed,TEER 1,0,0,0,IELTS,8.3,Advanced,76929,54448,10295,Self,1,0,0,0,0,0,0,1,1,0.1338,0.9,100.0
57,Pakistan,India,Divorced,0,Bachelor's,Other,1,10,4,Employed,TEER 1,1,1,67846,No Test,4.2,No French,14763,65323,11870,Employer,0,0,0,0,0,0,0,1,1,0.1437,0.3636,100.0
25,Brazil,Nigeria,Single,1,Master's,Healthcare,1,5,2,Employed,TEER 3,1,1,86464,IELTS,8.3,No French,22757,76906,10265,Employer,0,1,0,0,0,0,0,1,1,0.094,0.3333,100.0
56,UK,Canada,Divorced,0,Bachelor's,Computer Science,1,5,3,Employed,TEER 1,0,0,0,CELPIP,5.6,No French,34367,10955,11612,Self,0,0,0,0,0,0,0,0,0,0.3379,0.5,57.57
57,India,Canada,Divorced,1,Bachelor's,Information Technology,1,9,0,Employed,TEER 3,1,1,65125,CELPIP,6.1,No French,53347,63906,4509,Self,0,0,0,0,0,0,0,1,1,0.0381,0.0,100.0
31,Nigeria,China,Married,1,Diploma,Healthcare,1,2,1,Self-employed,TEER 1,0,0,0,IELTS,8.3,No French,40559,36386,40604,Self,0,1,0,0,0,0,0,0,1,1.0011,0.3333,89.46
49,India,Philippines,Married,0,Diploma,Computer Science,1,5,2,Employed,TEER 1,0,0,0,No Test,5.1,No French,35192,7187,11784,Self,1,0,0,0,0,0,0,0,0,0.3348,0.3333,49.73
55,India,Canada,Married,0,Bachelor's,Computer Science,0,5,1,Self-employed,TEER 1,1,1,79805,CELPIP,8.1,No French,73407,26557,6914,Self,1,1,0,0,0,0,0,0,1,0.0451,0.1667,100.0
50,UK,Canada,Married,4,Diploma,Engineering,1,8,7,Unemployed,TEER 1,0,0,0,CELPIP,7.4,No French,75268,3667,21768,Self,1,0,0,1,0,0,0,1,0,0.2892,0.7778,54.73
40,Vietnam,Germany,Single,0,High School,Information Technology,1,6,5,Self-employed,TEER 2,1,1,101029,IELTS,8.2,No French,36712,33807,19104,Family,1,0,0,1,0,0,0,1,1,0.1387,0.7143,100.0
32,India,China,Married,1,Bachelor's,Engineering,1,6,3,Employed,TEER 0,1,1,81241,IELTS,8.6,Basic,10804,36065,13480,Self,0,0,0,0,1,0,0,1,1,0.1464,0.4286,89.82
50,Nigeria,Nigeria,Married,3,High School,Information Technology,1,7,4,Self-employed,TEER 3,0,0,0,IELTS,9.4,Basic,8000,41937,6635,Self,0,0,1,0,1,0,0,0,1,0.8293,0.5,67.63
42,USA,Philippines,Single,1,Bachelor's,Computer Science,1,5,5,Employed,TEER 1,0,0,0,IELTS,9.1,No French,49785,7734,5990,Self,0,0,0,0,0,0,0,1,0,0.1203,0.8333,56.55
34,India,UAE,Single,1,Bachelor's,Healthcare,1,5,4,Employed,TEER 3,0,0,0,CELPIP,8.7,No French,58119,27738,3188,Self,0,0,0,0,1,0,0,1,1,0.0549,0.6667,95.64
50,China,India,Single,2,PhD,Engineering,1,7,7,Employed,TEER 0,1,0,98962,Other,8.3,No French,46259,7926,2310,Family,0,0,0,0,0,0,0,1,0,0.0159,0.875,54.72
19,UK,USA,Married,2,Bachelor's,Computer Science,0,0,0,Employed,TEER 1,0,0,0,IELTS,7.8,No French,43581,76272,5745,Self,1,1,0,0,0,0,0,1,1,0.1318,0.0,100.0
31,China,Brazil,Married,0,High School,Information Technology,0,4,2,Unemployed,TEER 0,1,1,86114,CELPIP,6.0,Basic,28909,31099,6897,Self,0,0,0,1,0,0,0,1,1,0.06,0.4,100.0
57,India,Canada,Single,0,Bachelor's,Engineering,1,6,3,Employed,TEER 1,0,0,0,CELPIP,6.2,No French,58099,5504,2243,Family,0,0,0,0,1,0,0,0,0,0.0386,0.4286,59.66
57,Philippines,China,Common-Law,0,Master's,Computer Science,1,6,0,Employed,TEER 3,0,0,0,IELTS,8.8,No French,78563,8176,20470,Self,0,0,0,0,0,0,0,0,0,0.2606,0.0,70.35
56,USA,USA,Married,3,PhD,Computer Science,1,4,0,Employed,TEER 0,0,0,0,IELTS,8.7,No French,8000,30225,6518,Self,0,0,0,0,0,0,0,0,1,0.8146,0.0,53.36
23,China,Brazil,Married,1,Bachelor's,Computer Science,1,3,0,Unemployed,TEER 1,0,0,0,IELTS,8.0,No French,43449,19188,5980,Self,0,0,0,0,0,0,0,0,1,0.1376,0.0,73.67
23,India,Brazil,Married,0,Bachelor's,Business,1,3,1,Employed,TEER 0,0,0,0,CELPIP,7.3,No French,25593,36323,4576,Self,0,0,0,0,0,0,0,1,1,0.1788,0.25,100.0
20,UK,UAE,Married,2,Master's,Business,1,0,0,Employed,TEER 1,0,0,0,CELPIP,5.6,No French,15190,11240,478,Self,0,0,0,0,0,0,0,0,0,0.0315,0.0,46.85
24,India,UAE,Single,0,Diploma,Business,1,4,3,Employed,TEER 3,0,0,0,IELTS,6.8,No French,22400,29817,17123,Family,1,0,0,1,1,0,0,1,1,0.7644,0.6,87.52
25,UK,UAE,Married,0,Bachelor's,Healthcare,1,5,3,Employed,TEER 2,0,0,0,IELTS,7.2,Intermediate,52593,7868,3050,Self,1,0,0,0,0,0,0,1,0,0.058,0.5,62.33
59,India,UK,Single,1,Bachelor's,Healthcare,1,4,2,Employed,TEER 2,0,0,0,CELPIP,7.4,No French,53099,22615,8228,Self,0,0,0,0,0,0,0,0,1,0.155,0.4,83.23
32,France,UK,Common-Law,0,High School,Engineering,0,1,1,Employed,TEER 1,0,0,0,CELPIP,9.2,Basic,74205,82133,7480,Employer,0,1,1,0,0,0,0,0,1,0.1008,0.5,100.0
46,Philippines,Brazil,Divorced,2,Bachelor's,Healthcare,1,5,0,Self-employed,TEER 4/5,0,0,0,IELTS,5.9,Basic,45175,27736,7025,Self,1,0,0,1,0,1,0,0,1,0.1555,0.0,80.82
50,Philippines,UAE,Single,0,Diploma,Computer Science,1,7,2,Employed,TEER 2,1,1,75689,IELTS,7.6,No French,9835,4282,5967,Other,0,0,0,0,0,0,0,0,0,0.0698,0.25,37.22
47,India,Germany,Single,2,Bachelor's,Healthcare,0,4,1,Employed,TEER 1,1,0,61428,Other,7.0,No French,40236,115211,1601,Self,0,0,0,0,0,0,0,1,1,0.0157,0.2,100.0
56,Philippines,Canada,Married,1,Master's,Business,1,3,3,Employed,TEER 1,0,0,0,IELTS,9.5,No French,17272,7265,2634,Family,0,1,0,0,0,0,0,0,0,0.1525,0.75,42.25
44,Pakistan,USA,Single,0,Diploma,Engineering,1,5,0,Unemployed,TEER 3,1,1,81089,IELTS,8.9,No French,20864,34652,5941,Family,0,0,0,0,0,0,0,1,1,0.0583,0.0,100.0
53,Vietnam,USA,Married,4,Master's,Information Technology,0,7,2,Unemployed,TEER 1,0,0,0,CELPIP,7.3,No French,56611,22010,12460,Employer,0,0,0,0,1,0,0,0,0,0.2201,0.25,68.13
46,Philippines,UK,Single,1,High School,Information Technology,0,9,4,Employed,TEER 2,1,1,40050,IELTS,9.5,No French,48883,11716,4524,Self,0,0,0,0,0,1,0,0,0,0.0509,0.4,64.16
55,Nigeria,Brazil,Single,0,Bachelor's,Healthcare,1,2,1,Unemployed,TEER 1,1,0,24666,Other,7.6,No French,56751,7879,1824,Self,1,0,0,0,0,0,0,1,0,0.0224,0.3333,64.55
50,UK,China,Divorced,0,High School,Healthcare,0,6,2,Employed,TEER 0,0,0,0,IELTS,6.2,Basic,37850,7891,736,Self,0,0,0,0,0,0,0,0,0,0.0194,0.2857,57.06
54,Pakistan,Nigeria,Married,2,Master's,Finance,1,2,0,Employed,TEER 2,0,0,0,IELTS,7.7,Advanced,60810,51868,8701,Employer,1,0,0,1,0,0,0,1,1,0.1431,0.0,100.0
44,China,Nigeria,Married,0,Master's,Information Technology,1,3,0,Employed,TEER 2,1,1,90679,IELTS,6.4,No French,36731,54571,4404,Self,1,0,0,0,1,0,0,1,1,0.0346,0.0,100.0
50,Philippines,UK,Single,0,Bachelor's,Business,1,5,0,Employed,TEER 1,0,0,0,IELTS,8.0,No French,67333,18644,1071,Employer,0,1,0,0,0,0,0,0,1,0.0159,0.0,92.35
21,Nigeria,China,Married,0,Master's,Engineering,1,1,1,Employed,TEER 2,0,0,0,IELTS,9.2,Basic,51892,5734,8978,Self,0,0,0,0,0,0,0,1,0,0.173,0.5,55.67
39,Brazil,UK,Married,0,Bachelor's,Finance,1,4,4,Employed,TEER 0,1,1,81752,CELPIP,8.6,No French,40860,56889,1861,Self,0,0,0,0,1,0,0,1,1,0.0152,0.8,100.0
19,India,Nigeria,Married,2,PhD,Engineering,1,0,0,Self-employed,TEER 2,1,1,107926,IELTS,6.6,No French,49241,19687,5690,Self,1,0,0,1,0,0,0,1,0,0.0362,0.0,72.61
27,China,China,Married,0,Bachelor's,Engineering,1,4,3,Employed,TEER 4/5,1,1,58508,No Test,5.1,No French,44642,17440,2924,Self,0,0,0,1,0,0,0,1,1,0.0283,0.6,80.46
22,Philippines,UAE,Married,0,Master's,Engineering,1,2,2,Employed,TEER 3,1,1,89084,IELTS,5.8,Intermediate,76922,16079,21469,Employer,1,0,0,0,0,0,0,1,1,0.1293,0.6667,88.89
27,USA,Brazil,Single,0,Bachelor's,Business,1,2,2,Employed,TEER 1,1,0,79874,IELTS,6.6,No French,49908,14353,2073,Self,1,0,0,1,0,0,0,1,1,0.016,0.6667,76.02
50,India,USA,Single,0,Diploma,Other,1,4,0,Employed,TEER 1,1,1,95989,IELTS,5.9,No French,44967,21663,4356,Employer,0,0,0,1,0,0,0,1,1,0.0309,0.0,89.76
55,China,Germany,Married,3,Bachelor's,Computer Science,0,5,5,Unemployed,TEER 2,1,1,72856,CELPIP,7.5,No French,40230,26192,25650,Self,0,0,1,0,1,0,0,1,1,0.2268,0.8333,70.08
30,Nigeria,Philippines,Single,0,Diploma,Computer Science,1,6,3,Employed,TEER 1,0,0,0,IELTS,8.3,Basic,61863,18704,3070,Family,0,0,0,1,1,0,0,1,1,0.0496,0.4286,89.79
48,Brazil,Brazil,Married,4,Bachelor's,Finance,1,10,3,Unemployed,TEER 1,0,0,0,IELTS,8.5,Intermediate,59158,59740,8275,Family,0,1,0,0,0,0,0,0,1,0.1399,0.2727,100.0
53,India,UAE,Single,0,Bachelor's,Engineering,1,5,2,Employed,TEER 3,0,0,0,Other,5.7,No French,39523,12555,3046,Self,0,0,0,0,0,0,0,0,0,0.0771,0.3333,67.03
41,China,Nigeria,Married,0,Bachelor's,Healthcare,1,6,2,Employed,TEER 1,1,0,83329,IELTS,6.9,Intermediate,21887,24587,938,Self,1,0,0,0,0,0,0,1,1,0.0089,0.2857,87.24
32,China,UAE,Married,2,High School,Engineering,0,7,0,Employed,TEER 1,0,0,0,IELTS,6.7,No French,26960,11915,7901,Self,1,1,0,0,0,0,0,0,0,0.2931,0.0,48.61
46,China,UK,Single,0,Diploma,Computer Science,0,4,3,Employed,TEER 0,0,0,0,IELTS,5.9,No French,41316,37994,19818,Self,0,1,0,0,0,0,0,0,1,0.4797,0.6,100.0
25,China,China,Single,1,Bachelor's,Business,1,5,2,Employed,TEER 0,1,1,121002,CELPIP,6.9,Intermediate,71978,5693,4820,Employer,0,0,0,0,0,0,0,1,0,0.025,0.3333,63.31
22,Brazil,USA,Single,4,PhD,Business,1,2,0,Employed,TEER 0,0,0,0,IELTS,6.7,No French,39996,8227,7871,Other,0,0,0,0,0,0,0,0,0,0.1968,0.0,46.94
46,USA,Canada,Married,0,Bachelor's,Information Technology,1,2,0,Employed,TEER 3,0,0,0,CELPIP,8.0,No French,33117,43386,7510,Family,1,0,0,1,0,0,0,1,1,0.2268,0.0,100.0
21,Philippines,UK,Married,0,Bachelor's,Information Technology,1,1,1,Employed,TEER 1,0,0,0,CELPIP,9.0,No French,9785,8058,4290,Family,0,0,0,0,0,0,0,1,0,0.4384,0.5,39.91
29,USA,Brazil,Single,2,Bachelor's,Business,1,4,4,Employed,TEER 1,0,0,0,CELPIP,7.3,Basic,75270,27570,7633,Self,1,0,0,0,0,0,1,0,1,0.1014,0.8,93.43
19,Nigeria,UK,Married,0,Bachelor's,Computer Science,1,0,0,Employed,TEER 3,1,1,81632,IELTS,8.5,Basic,56380,90867,2401,Self,0,0,1,0,0,1,0,0,1,0.0174,0.0,100.0
44,India,Brazil,Single,0,Diploma,Finance,1,5,4,Employed,TEER 2,1,1,69398,No Test,5.0,Basic,60920,21500,3799,Employer,0,0,0,0,0,1,0,0,1,0.0292,0.6667,95.82
48,India,Canada,Married,0,Bachelor's,Information Technology,1,7,7,Employed,TEER 2,1,1,68580,IELTS,9.1,No French,64233,8187,4671,Self,1,0,0,0,0,0,0,1,0,0.0352,0.875,68.02
53,Philippines,India,Common-Law,0,Diploma,Engineering,1,3,3,Employed,TEER 1,1,1,76092,IELTS,6.1,Basic,41705,12666,15961,Family,0,0,1,0,1,0,0,0,0,0.1355,0.75,67.27
53,USA,USA,Single,2,PhD,Finance,1,3,3,Employed,TEER 3,1,1,78916,IELTS,6.3,No French,46691,46354,3425,Family,0,0,0,0,0,0,0,1,1,0.0273,0.75,100.0
